X,Y,OBJECTID,Building_Code,School_Name,Type,Authorized_Grades,District,Charter_Authorizer,ESP_2013_2014,Street_Address,School_Type,Zip,Alternative_Flag,School_Label,SkillmanArea,SkillmanAreaAlt,TotalStudentsFall2013,SchoolType2,TotalStudentMiles,AvgStudentMiles
-83.110208358720129,42.381649479302126,140,00975,Durfee Elementary-Middle School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,2470 Collingwood St,DPS,48206,,Durfee Elementary-Middle School,Northend Central,Northend Central,662,Detroit City District,1375.529791,2.07784
-83.089344075839747,42.314730915721,141,00860,Earhart Elementary-Middle School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,1000 Scotten Street,DPS,48209,,Earhart Elementary-Middle School,Southwest Detroit Neighborhoods,Southwest,813,Detroit City District,1717.735421,2.112836
-83.038100693954348,42.350919643337264,142,08651,"Edison Public School Academy / DEPSA
",K12,"KG,1,2,3,4,5,6,7,8,9,10,11",Detroit Edison Public School Academy,Oakland University,Self-managed,1903 Wilkins St,Charter,48207,,Edison Public School Academy,,,1469,Charter,11420.103641,7.784665
-82.979932531203005,42.408035598204229,143,03737,"Edward ""Duke"" Ellington Elementary-Middle School",K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,8030 East Outer Dr,DPS,48213,,"Edward ""Duke"" Ellington Elementary-Middle School",,,781,Detroit City District,1235.33804,1.581739
-82.96290835922521,42.398188020669544,144,09994,EMAN Hamilton Academy,K8,"KG,1,2,3,4,5,6,7,8",EMAN Hamilton Academy,Detroit City School District,"Education Management and Networks, Inc.",14223 Southampton St,Charter,48213,,EMAN Hamilton Academy,,,334,Charter,367.133821,1.099203
-83.233037803165928,42.422622592702005,145,01134,Emerson Elementary-Middle School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,18240 Huntington Rd,DPS,48219,,Emerson Elementary-Middle School,,,776,Detroit City District,1402.710211,1.807616
-83.121611761353861,42.328085849573583,146,01369,Escuela Avancemos!,K8,"KG,1,2,3,4,5,6,7,8",Escuela Avancemos,Grand Valley State University,"Sanga Consulting, Inc.",3811 Cicotte Street,Charter,48210,,Escuela Avancemos!,Chadsey/Condon,Chadsey/Condon,199,Charter,264.484958,1.32907
-83.068454303304179,42.346554482961388,147,02112,Experiencia Preparatory Academy,K8,K-12,CS Partners,Northern Michigan University,,950 Selden,Charter,48201,,Experiencia Preparatory Academy,,,350,Charter,1752.039608,5.005827
-82.960687036491393,42.44268648352849,148,09121,Fisher Magnet Lower Academy,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,15510 East State Fair St,DPS,48205,,Fisher Magnet Lower Academy,,,624,Detroit City District,937.679236,1.502691
-82.960929853057408,42.436508139641951,149,09345,Fisher Magnet Upper Academy,K8,"5,6,7,8",Detroit City School District,,,15491 Maddelein Street,DPS,48205,,Fisher Magnet Upper Academy,,,617,Detroit City District,908.172352,1.471916
-83.156190708320636,42.388232515700672,150,09785,Flagship Charter Academy,K8,"KG,1,2,3,4,5,6,7,8",Flagship Charter Academy,Central Michigan University,National Heritage Academies,13661 Wisconsin Street,Charter,48238,,Flagship Charter Academy,,,679,Charter,1768.104558,2.607824
-83.190276508929841,42.419489507425617,151,07326,Foreign Language Immersion and Cultural Studies,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,6501 West Outer Dr,DPS,48235,,Foreign Language Immersion and Cultural Studies,,,755,Detroit City District,3107.937535,4.116474
-83.201715882311589,42.339485804264918,152,01362,Gardner Elementary School,K8,"KG-Part,1,2,3,4,5",Detroit City School District,,,6528 Mansfield St,DPS,48228,,Gardner Elementary School,,,298,Detroit City District,330.225833,1.10814
-83.001174520633228,42.359957833174711,153,07581,Garvey Academy,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,2301 Van Dyke St,DPS,48214,,Garvey Academy,,,449,Detroit City District,1190.388566,2.651199
-83.074136538543826,42.348887173605384,154,01087,GEE Edmonson Academy,K8,"KG-Part,1,2,3,4,5,6,7,8",GEE Edmonson Academy,Detroit City School District,Global Educational Excellence,1300 West Canfield St,DPS Charter,48201,,GEE Edmonson Academy,,,254,Charter,472.014691,1.858326
-83.049980745599797,42.411803755415427,155,04500,GEE White Academy,K8,"KG,1,2,3,4,5,6,7,8",GEE White Academy,Detroit City School District,Global Educational Excellence,5161 Charles St,DPS Charter,48212,,GEE White Academy,,,416,Charter,420.714868,1.011334
-83.087061282052829,42.349081577210981,156,08635,George Crockett Academy,K8,"KG,1,2,3,4,5,6,7,8",George Crockett Academy,Ferris State University,Leona Group,4851 14th Street,Charter,48208,,George Crockett Academy,,,341,Charter,1127.512572,3.306488
-83.060008185695324,42.364499407001304,157,00176,Golightly Education Center,K8,"KG-Part,1,2,3,4,5,6,7,8",Detroit City School District,,,5536 Saint Antoine St,DPS,48202,,Golightly Education Center,Northend Central,Northend Central,441,Detroit City District,1891.325318,4.28872
-83.246223347120747,42.392500845111208,158,01438,Gompers Elementary-Middle School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,14450 Burt Road,DPS,48223,,Gompers Elementary-Middle School,Brightmoor,Brightmoor,883,Detroit City District,2070.111135,2.344407
-83.107745701988179,42.432583641892876,159,01493,Greenfield Union Elementary-Middle School,K8,"KG-Part,1,2,3,4,5,6,7,8",Detroit City School District,,,420 West 7 Mile Rd,DPS,48203,,Greenfield Union Elementary-Middle School,,,366,Detroit City District,727.217738,1.986934
-83.125030666658887,42.314277806950692,160,01574,Harms Elementary School,K8,"KG-Part,1,2,3,4,5",Detroit City School District,,,2400 Central St,DPS,48209,,Harms Elementary School,Southwest Detroit Neighborhoods,Southwest,511,Detroit City District,649.797685,1.27162
-83.20522324027057,42.364522934260997,161,00004,Henderson Academy,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,16101 West Chicago St,DPS,48228,,Henderson Academy,,,891,Detroit City District,1703.452905,1.911844
-83.092637083215976,42.386700224828459,162,01240,Henry Ford Academy: School for Creative Studies-Elementary,K8,"KG,1,2,3,4,5,6,7,8",Henry Ford Academy: School for Creative Studies (PSAD),Grand Valley State University,"Creative Urban Education, Inc.",10225 3rd St,Charter,48202,,Henry Ford Academy: School for Creative Studies-Elementary,Northend Central,Northend Central,373,Charter,1568.276037,4.227159
-83.014835229267959,42.394716634855484,163,00005,"Holmes, A.L.  Elementary-Middle School",K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,8950 Crane St,DPS,48213,,A.L. Holmes Elementary-Middle School,,,560,Detroit City District,1216.572006,2.17245
-83.135309925493374,42.379361753375591,164,08637,Hope Academy,K8,"KG,1,2,3,4,5,6,7,8",Hope Academy,Eastern Michigan University,Self-managed,12121 Broadstreet Ave,Charter,48204,,Hope Academy,,,689,Charter,1493.78466,2.168047
-83.117124142968265,42.335298413521421,165,08722,Hope of Detroit Academy,K8,"KG,1,2,3,4,5,6,7,8",Hope of Detroit Academy,Ferris State University,Leona Group,4443 North Campbell St,Charter,48210,,Hope of Detroit Academy,Chadsey/Condon,Chadsey/Condon,495,Charter,1069.414704,2.160434
-82.983233040863254,42.369014008000285,166,01803,Hutchinson Elementary-Middle School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,2600 Garland,DPS,48214,,Hutchinson Elementary-Middle School,,,532,Detroit City District,1173.804778,2.2064
-83.165976821001891,42.434265371780882,167,02301,International Preparatory Academy - MacDowell Campus,K8,"KG,1,2,3,4,5,6,7,8",International Preparatory Academy-MacDowell Campus,Detroit City School District,SABIS,4201 West Outer Dr,DPS Charter,48221,,International Preparatory Academy - MacDowell Campus,,,451,Charter,900.48829,1.996648
-82.941198718774601,42.393853288849179,168,09992,J.E. Clark Preparatory Academy,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,15755 Bremen St,DPS,48224,,J.E. Clark Preparatory Academy,,,804,Detroit City District,1032.199877,1.283831
-83.187918801383844,42.407846731523186,169,02036,John R. King Academic and Performing Arts Academy,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,15850 Strathmoor St,DPS,48227,,John R. King Academic and Performing Arts Academy,,,994,Detroit City District,1774.627547,1.78534
-83.117133142091333,42.400984906128997,170,08718,Joy Preparatory Academy,K8,"KG,1,2",Joy Preparatory Academy,Ferris State University,Leona Group,1129 Oakman Blvd,Charter,48238,,Joy Preparatory Academy,Northend Central,Northend Central,136,Charter,421.572315,3.099796
-83.136119317733872,42.40142212625009,171,09318,Joy Preparatory Academy,K8,"3,4,5,6,7,8",Joy Preparatory Academy,Ferris State University,Leona Group,15055 Dexter Ave,Charter,48238,,Joy Preparatory Academy,Northend Central,Northend Central,226,Charter,477.130446,2.111197
-83.028801708360106,42.437587323630346,172,02377,Law Elementary School,K8,"KG,1,2,3,4,5,6,7,8",Education Achievement System-EAS,,,19411 Cliff St,EAA,48234,,Law Elementary School,Osborn,Osborn,508,EAA,800.058616,1.574919
-83.054361929442251,42.429139239888372,173,00367,Legacy Charter Academy,K8,"KG,1,2,3,4,5,6,7",Legacy Charter Academy,Grand Valley State University,National Heritage Academies,4900 E. Hildale Street,Charter,48234,,Legacy Charter Academy,,,699,Charter,1459.476638,2.087949
-83.177900351517152,42.414070041113305,174,00133,Lincoln-King Academy,K8,"KG,1,2,3,4,5,6,7,8",Washington-Parks Academy,Wayne RESA,Cornerstone Charter Schools,13436 Grove St,Charter,48235,,Lincoln-King Academy,,,614,Charter,1856.338242,3.023352
-82.983756136654605,42.445363015861375,175,04222,Trix Elementary,K8,"KG,1,2,3,4,5,6,7,8",Michigan Educational Choice Center,Education Achievement System-EAS,Performance Academies,13700 Bringard Dr,EAA Charter,48205,,Trix Elementary,Osborn,Osborn,390,Charter,497.593237,1.27588
-83.27082732777113,42.438666499259703,176,08641,Weston Preparatory Academy,K8,"KG-Part,1,2,3,4,5,6,7,8",Weston Preparatory Academy,Oakland University,Schoolhouse Services & Staffing,22930 Chippewa St,Charter,48219,,Weston Preparatory Academy,,,338,Charter,1219.793229,3.608856
-83.02504253921218,42.42665156593641,177,09914,Winans Academy Middle School,K8,"6,7,8",Marvin L. Winans Academy of Performing Arts,Saginaw Valley State University,Solid Rock,7616 East Nevada St,Charter,48234,,Winans Academy Middle School,Osborn,Osborn,373,Charter,2181.376687,5.848195
-83.037291302495461,42.336134786825355,178,08335,Woodward Academy,K8,"KG,1,2,3,4,5,6,7,8",Woodward Academy,Central Michigan University,Midwest Management Group Inc.,951 East Lafayette St,Charter,48207,,Woodward Academy,,,741,Charter,4992.247659,6.737176
-83.137152051063467,42.338230203075803,179,00260,Blanche Kelso Bruce Academy - Cecil Site,HS,"5,6,7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Self-managed,5690 Cecil Street,Charter,48210,1,Blanche Kelso Bruce Academy - Cecil Site,Chadsey/Condon,Chadsey/Condon,82,Charter,560.256336,6.916745
-83.024188181184357,42.389788348653035,180,00182,Blanche Kelso Bruce Academy - St. Thomas Site,HS,"5,6,7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Self-managed,8333 Townsend St,Charter,48213,1,Blanche Kelso Bruce Academy - St. Thomas Site,,,8,Charter,37.062058,4.632757
-82.982162849652482,42.392252494031304,181,09142,Blanche Kelso Bruce Academy-Connor,HS,"5,6,7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Evans Solutions,5555 Conner St,Charter,48213,1,Blanche Kelso Bruce Academy-Connor,,,126,Charter,822.597306,6.52855
-83.010771770982899,42.359711569553234,182,09618,Blanche Kelso Bruce Academy-DePaul,HS,"5,6,7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Evans Solutions,609 East Grand Blvd,Charter,48207,1,Blanche Kelso Bruce Academy-DePaul,,,16,Charter,132.754959,8.850331
-83.040602289955046,42.337057641787979,183,09707,Blanche Kelso Bruce Academy-St. Antoine,HS,"5,6,7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Evans Solutions,1326 Saint Antoine St,Charter,48226,1,Blanche Kelso Bruce Academy-St. Antoine,,,117,Charter,1354.643263,11.578148
-83.186751160331212,42.363650592585181,184,02461,Breithaupt Career and Technical Center,HS,"9,10,11,12",Detroit City School District,,,9300 Hubbell St,DPS,48228,1,Breithaupt Career and Technical Center,,,12,Technical,60.991286,5.082607
-83.063238234377337,42.359873444950168,185,01506,Capstone Academy Charter School (SDA) - North Campus,HS,"6,7,8,9,10,11,12",Capstone Academy Charter School (SDA),Detroit City School District,edtec central,5250 John R,DPS Charter,48202,1,Capstone Academy Charter School (SDA) - North Campus,,,23,Charter,34.294867,1.558858
-83.055018428315805,42.347849507750432,186,01488,Capstone Academy Charter School (SDA) - South Campus,HS,"6,7,8,9,10,11,12",Capstone Academy Charter School (SDA),Detroit City School District,edtec central,3500 John R Street,DPS Charter,48201,1,Capstone Academy Charter School (SDA) - South Campus,,,80,Charter,648.361863,8.420284
-83.089624349331089,42.340385131361117,187,07097,Catherine Ferguson Academy,HS,"7,8,9,10,11,12",Blanche Kelso Bruce Academy,Wayne RESA,Evans Solutions,2750 Selden St,Charter,48208,1,Catherine Ferguson Academy,,,118,Charter,984.50883,8.343295
-83.089273613486299,42.336104357785231,188,09649,Covenant House Academy Central,HS,"9,10,11,12",Covenant House Academy Central,Grand Valley State University,Youth Visions Solutions,2959 Martin Luther King Jr Blvd,Charter,48208,1,Covenant House Academy Central,,,411,Charter,2760.583448,6.716748
-83.00763313627678,42.363461742707052,189,09621,Covenant House Academy East,HS,"9,10,11,12",Covenant House Academy East,Grand Valley State University,Youth Visions Solutions,7600 Goethe St,Charter,48214,1,Covenant House Academy East,,,292,Charter,1332.851907,4.564561
-83.102905855682806,42.316421640938827,190,09624,Covenant House Academy Southwest,HS,"9,10,11,12",Covenant House Academy Southwest,Grand Valley State University,Youth Visions Solutions,5668 Baker St,Charter,48209,1,Covenant House Academy Southwest,Southwest Detroit Neighborhoods,Southwest,233,Charter,1229.764808,5.277961
-82.993585723307447,42.378903105057198,191,08925,Detroit Lions Alternative Education,K8,"6,7,8",Detroit City School District,,,10101 East Canfield St,DPS,48214,1,Detroit Lions Alternative Education,,,123,Detroit City District,659.006064,5.357773
-82.952790980711725,42.370830640823215,192,02479,Golightly Career and Technical  Center,HS,"9,10,11,12",Detroit City School District,,,900 Dickerson St,DPS,48215,1,Golightly Career and Technical  Center,,,49,Technical,213.475643,4.356646
-83.078724570327168,42.432691561524244,193,01608,Hazel Park Empowerment Eastside Alternative School,HS,"9,10,11,12","Hazel Park, School District of the City of",,,2328 E 7 Mile Rd,Hazel Park,48234,1,Hazel Park Empowerment Eastside Alternative School,,,15,Other District,85.208737,5.680582
-83.151048066053221,42.371546643041057,194,01609,Hazel Park Empowerment Impact Alternative School,HS,"9,10,11,12","Hazel Park, School District of the City of",,,4321 Oakman Blvd,Hazel Park,48204,1,Hazel Park Empowerment Impact Alternative School,,,39,Other District,159.902432,4.100062
-83.153251401976149,42.328451122994323,195,01620,Hazel Park Empowerment Ser Metro Alternative School,HS,"9,10,11,12","Hazel Park, School District of the City of",,,9215 Michigan Ave,Hazel Park,48210,1,Hazel Park Empowerment Ser Metro Alternative School,Chadsey/Condon,Chadsey/Condon,63,Other District,262.083596,4.160057
-83.205421091845722,42.36652842217282,196,01622,Hazel Park Empowerment West Alternative School,HS,"9,10,11,12","Hazel Park, School District of the City of",,,9600 Mettetal St,Hazel Park,48227,1,Hazel Park Empowerment West Alternative School,,,18,Other District,65.020111,3.612228
-83.192154610289521,42.416435257568153,197,09592,Jerry L White Center High School,HS,"9,10,11,12",Detroit City School District,,,14804 West Mcnichols Rd,DPS,48235,1,Jerry L White Center High School,,,219,Detroit City District,1264.47735,5.773869
-83.128520042359753,42.374028772891442,198,09594,Keidan Special Education School,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,4441 Collingwood St,DPS,48204,1,Keidan Special Education School,,,151,Detroit City District,881.703735,5.839098
-82.929742835816896,42.406539279506397,199,09475,Kettering West Wing,HS,"9,10,11,12",Detroit City School District,,,6101 Van Dyke St,DPS,48213,1,Diann Banks-Williamson Educational Center,,,103,Detroit City District,468.125052,4.544903
-83.002046862621981,42.352682316548702,200,08951,Moses Field,K8,"KG,1,2,3,4,5,6,7,8",Detroit City School District,,,1100 Sheridan St,DPS,48214,1,Moses Field,,,108,Detroit City District,696.29991,6.447221
-83.102979287774716,42.358182717478464,201,01508,Northwestern South Wing,HS,"9,10,11,12",Detroit City School District,,,2200 W. Grand Blvd,DPS,48208,1,Northwestern South Wing,Northend Central,Northend Central,19,Detroit City District,156.986349,8.262439
-83.189681473449809,42.416983844403845,202,02465,Randolph Career and Technical Center,HS,"9,10,11,12",Detroit City School District,,,17101 Hubbell St,DPS,48235,1,Randolph Career and Technical Center,,,2,Technical,8.545129,4.272565
-82.998981661925782,42.430452253220707,203,09788,Turning Point Academy,K12,"1,2,3,4,5,6,7,8,9,10,11,12",Detroit City School District,,,12300 Linnhurst St,DPS,48205,1,Turning Point Academy,Osborn,Osborn,99,Detroit City District,777.180315,7.850306
-83.103085722996227,42.342843727136632,204,08929,West Side Academy Alt. Ed,HS,"9,10,11,12",Detroit City School District,,,4701 Mckinley,DPS,48208,1,West Side Academy Alt. Ed,Chadsey/Condon,Chadsey/Condon,714,Detroit City District,5032.287325,7.048021
-82.957675783431995,42.379460687219094,205,01465,Wolverine Academy (SDA) - Lenox Site,HS,"6,7,8,9,10,11,12",Wolverine Academy (SDA),Saginaw Valley State University,EMAN,2629 Lenox,Charter,48215,1,Wolverine Academy (SDA) - Lenox Site,,,43,Charter,41.240127,0.959073
-83.006259183491693,42.37079756216955,206,02027,Cesar Chavez Academy - Elementary East,K8,"KG,1,2,3,4,5",Cesar Chavez Academy,Saginaw Valley State University,,4130 Maxwell St                                             ,Charter,48214,,Cesar Chavez Academy - Elementary East,,,58,Charter,123.599065,2.131018
-83.23304122001322,42.331254371931969,207,02222,Detroit Leadership Academy Middle/High,HS,"6,7,8,9",Detroit Leadership Academy,Central Michigan University,,5845 Auburn St                                              ,Charter,48228,,Detroit Leadership Academy Middle/High,Cody Rouge,Cody Rouge,218,Charter,1035.053713,4.747953
-83.119861543083019,42.33265731455981,208,09155,Hope of Detroit Academy Consortium High School,HS,"9,10,11,12",Hope of Detroit Academy,Ferris State University,,4366 Military St                                            ,Charter,48210,,Hope of Detroit Academy Consortium High School,Chadsey/Condon,Chadsey/Condon,34,Charter,102.307701,3.00905
-83.259436321674173,42.415358968816236,209,09480,Old Redford Academy - Middle,K8,"6,7,8",Old Redford Academy,Central Michigan University,,17226 Redford St,Charter,48219,,Old Redford Academy - Middle,,,425,Charter,1393.733422,3.279373
